,blockNumber,address,gasPrice,meanGasPriceLastTenBlocks,stdGasPriceLastTenBlocks,meanGasPriceLastTenBlocksSameEOA,stdGasPriceLastTenBlocksSameEOA,usedGasToken,predictedGasPrice
64,10959714,0x96F560D61c7247f8CB0a77cD2c0F9275Aee5c7b5,9.0000000001e-08,1.0080414034435385e-07,3.717938091493358e-07,8.3e-08,7e-09,False,4.048685679557273e-08
65,11185596,0xB06c901509ee27937572382463A3Ed59efCfF595,4.400001e-08,4.4337938476181915e-08,3.407504338808042e-08,4.433333666633333e-08,4.714021640218105e-10,False,4.048685555613858e-08
66,10844405,0x51db325B736aABEE2B614957AB93b9BB5261F954,1.98476267819e-07,9.462981777168988e-08,3.5902425797748943e-08,1.284920892723333e-07,4.952836853857116e-08,False,4.0486857002145086e-08
67,10964749,0xa21caEbD27a296678176aC886735bfd18F875B8f,1.5032134339491e-05,2.0208141799930533e-07,6.469815266384104e-07,2.4174264082629995e-06,4.715507948902944e-06,False,4.048685803500688e-08
68,10856648,0x4fCc2FF6c75923D33B4F5aF4C524461014B2EE1C,1.35600031344e-07,1.1406703814210868e-07,4.373108755239644e-07,2.285102474283538e-06,4.983746494064225e-06,False,4.048685762186216e-08
69,10986436,0xc588D871437f576AB6BE795819c51E368061186d,1.4916e-07,5.950858311555744e-08,4.2539102347818695e-08,1.7780221199875e-07,6.705730543580069e-08,False,4.0486855969283294e-08
70,11299927,0xB06c901509ee27937572382463A3Ed59efCfF595,2.9000011459e-08,4.143168814008053e-08,2.8471993551626057e-08,2.90000064585e-08,5.00049999918692e-15,False,4.048685555613858e-08
71,5592384,0xfF1b9745f68F84F036E5e92c920038d895FB701A,7e-09,2.2160883582292847e-08,2.3432256142837005e-08,7e-09,0.0,False,4.048685493642151e-08
72,8815130,0xE185E2Ab092e8a046cbb815174D9D6aAe1C91d9a,1.320000002e-08,1.6421757407181816e-08,2.6511138847407567e-08,1.32000000095e-08,1.0499999912357263e-17,False,4.0486855142993866e-08
73,10935844,0x86254Cb5A96C161E503d3255d67Fdddec056FEfe,1.66000000088e-07,7.476192345331459e-08,7.627498647408417e-08,1.1700000081750001e-07,4.89999992705e-08,False,4.0486856382428015e-08
74,11010974,0xF4C3a6CA3d71fb34AF2721590D54f6b3d1ae47Bb,6.3238270374e-08,1.0021724710696234e-07,3.9731682919809035e-07,6.161913518650001e-08,1.6191351874999969e-09,False,4.048685617585565e-08
75,9239992,0x32bab4F64CE45012b339afb64f71936d4fe1c87D,8.88000003e-09,1.3891817477254625e-08,2.369512794368031e-08,8.440000014500001e-09,4.4000001549999997e-10,False,4.048685493642151e-08
76,10697295,0x51db325B736aABEE2B614957AB93b9BB5261F954,1.38100727809e-07,1.1666760888623964e-07,5.116663041137518e-08,1.39650196346e-07,1.5234578213765776e-08,False,4.048685762186216e-08
77,11298656,0xB287Cb907fE97fB4116877a924B3dfd981b5ad7D,1.97382288256e-07,6.277325825528727e-08,4.8720553091016585e-08,1.4869114412750002e-07,4.869114412850001e-08,False,4.048685720871744e-08
78,7110459,0xE185E2Ab092e8a046cbb815174D9D6aAe1C91d9a,7e-09,1.6803666439591785e-08,7.30814886865602e-08,6.499999999499999e-09,5.000000005e-10,False,4.048685493642151e-08
79,10813339,0x86254Cb5A96C161E503d3255d67Fdddec056FEfe,1.07999999999e-07,9.637754460543937e-08,6.776514324920121e-08,1.07999999999e-07,0.0,False,4.048685762186216e-08
80,10957836,0x86254Cb5A96C161E503d3255d67Fdddec056FEfe,2.92292993719e-07,2.364956590487301e-07,1.0268148665233922e-07,2.686464969035e-07,2.36464968155e-08,False,4.0486861753309317e-08
81,10532465,0xc70eE9eB352FD77CF6322F438171aAB8929372fC,1.03000000001e-07,5.707769924353378e-08,2.3418767036209598e-08,1.03e-07,1.0000018035725066e-18,False,4.0486855969283294e-08
82,9928810,0xaaa1f2842784a61c16d51a3777EE7d6Af4970dc3,1.8604243454e-08,1.7154961570658204e-08,1.2668443544812439e-08,1.2961252243249999e-08,4.047634587298846e-09,False,4.048685555613858e-08
83,11243969,0x470F932c3DD58b1a22197428838687e5809B5e41,4.1551200123e-08,5.753877303704177e-08,6.56524357251998e-08,3.8925600060999996e-08,2.6256000620000007e-09,False,4.048685555613858e-08
84,10954211,0xa21caEbD27a296678176aC886735bfd18F875B8f,7.121575476707e-06,2.3234865523123515e-07,9.293673078688593e-07,3.3231401568441674e-06,7.572641051007916e-06,False,4.048685968758574e-08
85,10679753,0x0242333254a79D0f0c8dfc1Cb06d9EBAD2746e83,8.3999999999e-08,8.962635600203737e-08,5.605594999036789e-08,1.0397382539966668e-07,2.28215747909606e-08,False,4.048685679557273e-08
86,10595754,0xb55DBB4dA8eE8Ee4D101B476DF1160065b81e12A,6.0000000008e-08,4.450126776767345e-08,9.326744918653195e-08,4.8500000008e-08,1.1499999999999997e-08,False,4.048685555613858e-08
87,10677589,0x0242333254a79D0f0c8dfc1Cb06d9EBAD2746e83,1.3542e-07,1.2156247842893836e-07,3.558828003495052e-08,2.5774237112475e-07,1.6548823709207475e-07,False,4.0486857828434514e-08
88,10893121,0x0F8F3fbAA732bBf83C23616FED9AEF29Fa0Bb29b,1.68847395319e-07,1.6108605855987932e-07,5.553496011286907e-08,1.57923697659e-07,1.0923697659999998e-08,False,4.048685803500688e-08
89,10963909,0x4F69c5B694D5A14a0a595703175c478Ec6B2a2Fe,1.272e-07,1.1483984857442953e-07,7.22801300760368e-08,1.272e-07,0.0,False,4.0486857002145086e-08
90,11087856,0x17ab75b3BD6B9872Fe8d021d6d72bab32f91aAEf,7.427e-08,6.603058923706672e-08,8.288369916794326e-08,3.3578061327099994e-07,4.2966960339919276e-07,False,4.0486856382428015e-08
91,10927973,0x96F560D61c7247f8CB0a77cD2c0F9275Aee5c7b5,1.3e-07,8.030640181442767e-08,3.74286684659528e-08,2.719999999995e-07,3.5295656012248644e-07,False,4.048685762186216e-08
92,11264395,0xa2312e3dab261bb7800F0c86DB485743A571289E,7.9253923801e-08,3.119856754248644e-08,1.7991787340993063e-08,5.639535001075e-08,2.857218367895081e-08,False,4.0486855142993866e-08
93,11059974,0x86254Cb5A96C161E503d3255d67Fdddec056FEfe,8.0001e-08,7.78471855700672e-08,8.980552332779719e-08,1.91981781516e-07,1.11980781516e-07,False,4.048685658900037e-08
94,10843772,0x4fCc2FF6c75923D33B4F5aF4C524461014B2EE1C,5.31000031337e-07,9.864520117272154e-08,3.5162668735153105e-08,3.08500015668e-07,2.22500015669e-07,False,4.048685679557273e-08
95,11187958,0x77777746C8C8eE68d28cD28c4B0D23871c8F1e5B,5.4999999999e-08,2.9423876453153312e-08,1.4909912026480732e-08,4.349999999875e-08,9.340770846308671e-09,False,4.0486855142993866e-08
96,10586341,0x51db325B736aABEE2B614957AB93b9BB5261F954,8.156075379e-08,7.13347467272272e-08,3.573236421559967e-08,7.57202979825e-08,5.856967327560883e-09,False,4.048685617585565e-08
97,11233423,0x4F69c5B694D5A14a0a595703175c478Ec6B2a2Fe,5.4999999999e-08,6.049423648466702e-08,5.6157246614357116e-08,5.8499999999e-08,3.4999999999999983e-09,False,4.0486855969283294e-08
98,10445913,0xb55DBB4dA8eE8Ee4D101B476DF1160065b81e12A,5.7e-08,4.67100719592438e-08,1.3211392594132021e-07,8.97143581335e-08,3.632437968980371e-08,False,4.048685534956622e-08
99,9322340,0x779830Ea410B37a5888405Ff9d31E34540028094,6.96895e-09,1.3820221708770052e-08,1.442097015286866e-08,5.42345625e-09,1.5859360078687561e-09,False,4.048685493642151e-08
100,10985684,0xa21caEbD27a296678176aC886735bfd18F875B8f,1.719871891596e-06,5.9184485981117735e-08,8.063357233199394e-08,2.492854243458e-07,4.928706757807462e-07,False,4.048685555613858e-08
101,11049216,0xb5c2D8D414Ef99b34303496cFA667fC15E71b71A,6.8816213657e-08,4.836702586428305e-08,3.3303258864659564e-08,6.740810682799999e-08,1.408106829000002e-09,False,4.0486856382428015e-08
102,10850062,0xdEAd27218F7243f71Bd4B7bd39c314D5cc66840e,1.20000003053e-07,9.696433984982991e-08,3.5859557133201773e-08,1.200000010173333e-07,1.4394337628332708e-15,False,4.048685762186216e-08
103,11164886,0x1087b604d016536f2b01f2fA1EC92Bf95Dc7e3F5,7.1e-08,3.522670942196892e-08,1.8110919957300024e-08,7.533333333333333e-08,3.741954331926329e-08,False,4.048685555613858e-08
104,10301198,0x1eF810335e1C0AF818487c2019A29ED2a3309810,1.78261369355e-07,3.115152671917363e-08,1.2188707875568644e-08,1.3208712311833334e-07,5.785784741728786e-08,False,4.0486855142993866e-08
105,10615425,0xaaa2e80AB7D7b3C216af30Fc8165E7823e74cc62,7.71e-08,7.662058914538986e-08,1.231326291757344e-07,6.18599999996e-08,1.2923869389493534e-08,False,4.0486855969283294e-08
106,10523858,0xb55DBB4dA8eE8Ee4D101B476DF1160065b81e12A,7.3000000008e-08,6.597379702026636e-08,1.6471381716011977e-08,7.3000000008e-08,0.0,False,4.0486856382428015e-08
107,9065049,0xE185E2Ab092e8a046cbb815174D9D6aAe1C91d9a,1.000000002e-08,1.1608816779816627e-08,1.3552727589294043e-08,1.00000000095e-08,1.0499999912357263e-17,False,4.0486855142993866e-08
108,11201467,0x3F3dEDd362020a229CcA78D19d535D6971fD667e,1.46410000001e-07,7.503977945032208e-08,5.114595224835512e-08,1.23205e-07,2.3205000001000003e-08,False,4.048685720871744e-08
109,7098308,0xff6d62bc882c2Fca5Af5CBFe1e6C10b97Ba251A4,5e-09,1.231992864186413e-08,1.399988307752458e-08,5e-09,0.0,False,4.048685493642151e-08
110,11087811,0xa21caEbD27a296678176aC886735bfd18F875B8f,8.8000000013e-08,7.120667733955084e-08,5.888075913858378e-08,1.27337597273125e-07,8.560837253931938e-08,False,4.0486857002145086e-08
111,10940903,0x30b8235f492265A734347C0bF36E2FFcAD887be2,9.4160001498e-08,6.296167453636703e-08,5.7831388750738657e-08,2.80185815775e-07,2.891936858714902e-07,False,4.0486855969283294e-08
112,11070567,0xdD07249e403979Bd79848c27aa5454C7E66BdEe7,7.1000117727e-08,3.76559608134003e-08,7.267766630801416e-08,6.1000058863e-08,1.0000058864000002e-08,False,4.0486855969283294e-08
113,11063167,0x7d3B97857B3200694dc161729605af6880Db9cD5,2.3976e-07,5.2314950954465034e-08,1.0160866008209489e-07,2.3088000000000001e-07,8.88000000000001e-09,False,4.0486855142993866e-08
114,10394872,0x1eF810335e1C0AF818487c2019A29ED2a3309810,2.52670897207e-07,2.778807527213439e-08,1.4617577930898673e-08,1.400763433625e-07,7.588216780652965e-08,False,4.0486855142993866e-08
115,10743474,0x25b2A252C07A1e930a0bc87Cf250ca6DF007eA84,1.14000000001e-07,1.1602219865323812e-07,3.241768938899667e-08,1.2717116667051666e-06,2.578767391331021e-06,False,4.048685762186216e-08
116,11264574,0xa21caEbD27a296678176aC886735bfd18F875B8f,4.1810000242e-08,2.5668125419369207e-08,2.0334962420922886e-08,4.2590021254624996e-08,1.25211827485639e-08,False,4.048685576271094e-08
117,9873350,0x15c9aA361FA5A993153a019942B8b4eb7771e43A,3.5000661359e-08,8.221347823072568e-09,1.066814162549833e-08,2.0000330679e-08,1.500033068e-08,False,4.048685493642151e-08
118,11136563,0xF29945a674fbc7498FC85125886aB289Dd336d6E,4.0053410321e-08,2.6697005965683783e-08,2.3523866407906192e-08,3.102670516e-08,9.026705161000001e-09,False,4.0486855142993866e-08
119,10602339,0xaaa2e80AB7D7b3C216af30Fc8165E7823e74cc62,3.97e-08,4.297932856568613e-08,3.191810405389573e-08,3.83399999996e-08,2.6203816513996588e-09,False,4.048685555613858e-08
120,11253000,0xeD1cAa76a8cb7E671654A6c816a753acE6217BAE,3.600001e-08,4.1761585601928026e-08,2.6290685050538018e-08,3.60000049995e-08,5.00049999918692e-15,False,4.048685576271094e-08
121,10810694,0x6dCF3C35be0329F7C29Aa539Af3723C5CDcb8185,1.09e-07,9.248626580850696e-08,4.8542052244443096e-08,9.8500000729e-08,1.0499999270999997e-08,False,4.0486857002145086e-08
122,11160013,0xa21caEbD27a296678176aC886735bfd18F875B8f,4.50000000013e-07,4.085524301864456e-08,5.252508113921804e-08,4.50000000006e-07,6.999986155227945e-18,False,4.048685555613858e-08
123,10809197,0x4F69c5B694D5A14a0a595703175c478Ec6B2a2Fe,1.3764e-07,1.2840791402018593e-07,8.091340374709972e-08,1.28546666666e-07,6.8807234766133245e-09,False,4.048685844815159e-08
124,10401599,0xdDFF04d902feFE2C7C7E56C1FbD841365B692756,8.3246290859e-08,2.851627658731423e-08,4.863315107694482e-08,3.6611687666000003e-08,2.6990389074635915e-08,False,4.0486855142993866e-08
125,11076937,0xdD07249e403979Bd79848c27aa5454C7E66BdEe7,2.474737948077e-06,3.2595327071458337e-08,1.2009365479430772e-07,8.201327556923334e-07,1.1160861486841048e-06,False,4.0486855142993866e-08
126,11018476,0x0F8F3fbAA732bBf83C23616FED9AEF29Fa0Bb29b,3.9132491512e-08,3.6038882917353025e-08,7.924320673613984e-08,3.8816245872e-08,3.162456399999992e-10,False,4.048685555613858e-08
127,10780015,0x51db325B736aABEE2B614957AB93b9BB5261F954,7.52500475738e-07,4.932738864692597e-07,2.2265354492429963e-07,7.012502378685e-07,5.125023786950002e-08,False,4.048687001620363e-08
128,11015906,0x258726BDA77a0e0239b8E13B92f1d543659AD013,9.6645530917e-08,1.0146412951101612e-07,4.174981806326916e-08,9.4732766202e-08,1.912764715000002e-09,False,4.0486857002145086e-08
129,10886372,0x0B977A1eCAc9Ed3683f526406cD78d44f158320D,8.03e-07,2.655160721195735e-07,9.272252910940598e-08,5.518366691675e-07,2.5116333083249997e-07,False,4.0486861753309317e-08
130,11057456,0xdD07249e403979Bd79848c27aa5454C7E66BdEe7,1.38803733442e-07,4.111432847206567e-08,2.876680757028446e-08,1.0270095293599999e-07,2.2386099305651556e-08,False,4.048685534956622e-08
